Mission ID;Mission Name Short;Mission Name Full;Mission Agencies;Mission Status;Launch Date;EOL Date;Applications;Instruments;Instrument IDs;Orbit Type;Orbit Altitude;Orbit Period;Orbit Inclination;Repeat Cycle;Orbit LST;Orbit Longitude;Orbit Sense;Mission Site;Data Access Portal
618;MTG-S2 (sounding);Meteosat Third Generation S2 Sounding Satellite 2;EUMETSAT, COM, ESA;Approved;janv-32;juil-40;Supporting European atmospheric composition and air quality monitoring services. MTG S2 carries the Sentinel-4 B mission.;IRS, UVN;950, 949;Geostationary;35779 km;1436 mins;;;;0;N/A;http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?;http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
880;NanoDragon;NanoDragon;VAST;Planned;2021;2022;Technology demonstration of vessel monitoring;NanoDragon Color camera & AIS receiver;1819;TBD;511 km;;97 deg;;09:30;;;;
564;NigeriaSat-2;Nigeria Earth Observation Satellite 2;NASRDA;Operational (extended);17 Aug 2011;Dec 2020;Small satellite mission with technical and scientific objectives (environmental) monitoring.;NigeriaSat Medium and High Resolution;916;Sun-synchronous;700 km;97 mins;98 deg;4;;;Descending;http://www.nasrda.gov.ng;
680;NigeriaSat-X;Nigeria Earth Observation Satellite X;NASRDA;Operational (extended);17 Aug 2011;Dec 2020;Small satellite mission with technical and scientific objectives (capability demonstration).;NigeriaSat Medium Resolution;1595;Sun-synchronous;700 km;97 mins;98 deg;;10:15;;Descending;http://www.nasrda.gov.ng;
642;NISAR;NASA ISRO Synthetic Aperture Radar;NASA, ISRO;Approved;sept-22;sept-25;3-year mission to study solid earth deformation (earthquakes, volcanoes, landslides), changes in ice (glaciers, sea ice) and changes in vegetation biomass;L-band SAR, S-band SAR;1526, 1665;Sun-synchronous;747 km;100 mins;98.4 deg;12;18:00;;Descending;http://nisar.jpl.nasa.gov;https://earthdata.nasa.gov/about/daacs/daac-asf
106;NOAA-18;National Oceanic and Atmospheric Administration - 18;NOAA;Operational (extended);20 May 2005;Dec 2020;"Meteorology, agriculture and forestry, environmental monitoring, climatology, physical oceanography, volcanic eruption monitoring, ice and snow cover, total ozone studies, space environment, solar flux analysis, search and rescue. The EOL date is based on a reliability and health & status analysis; the date shown is at the 60% confidence level.";AMSU-A, ARGOS, AVHRR/3, HIRS/4, MHS, NOAA Comms, S&R (NOAA), SBUV/2, SEM (POES);312, 154, 403, 564, 304, 561, 189, 318, 65;Sun-synchronous;870 km;102.1 mins;98.75 deg;;14:00;;Ascending;http://www.ospo.noaa.gov/Operations/POES/index.html;
113;NOAA-19;National Oceanic and Atmospheric Administration - 19;NOAA;Operational (nominal);04 Feb 2009;juil-21;"Meteorology, agriculture and forestry, environmental monitoring, climatology, physical oceanography, volcanic eruption monitoring, ice and snow cover, total ozone studies, space environment, solar flux analysis, search and rescue. The EOL date is based on a reliability and health & status analysis; the date shown is at the 60% confidence level.";AMSU-A, ARGOS-3, ARGOS-4, AVHRR/3, HIRS/4, LRIT, MHS, NOAA Comms, S&R (NOAA), SBUV/2, SEM (POES);312, 154, 694, 403, 564, 1501, 304, 561, 189, 318, 65;Sun-synchronous;870 km;102.1 mins;98.75 deg;;14:00;;Ascending;http://www.ospo.noaa.gov/Operations/POES/index.html;
746;NORSAT-1;NorSat-1;NOSA;Operational (extended);14-juil-17;Dec 2020;"Enhanced AIS performance; total solar irradiance; langmuir probe";AIS, Langmuir Probe, TSI;1699, 1700, 1701;Sun-synchronous;586 km;96.5 mins;97.6 deg;;11:50:00;;Descending;;
785;NORSAT-2;NorSat-2;NOSA;Operational (extended);14-juil-17;Dec 2020;The satellite carres multiple antennas for reception of AIS signals. It also contains equipment for testing of VDES (VHF data exchange system).;AIS, VDES Test Mission;1699, 1742;Sun-synchronous;586 km;96.5 mins;97.6 deg;;11:55:00;;Descending;;
931;NORSAT-3;NorSat-3;NOSA, NDRE;Commissioning;29 Apr 2021;Apr 2024;Reception of AIS signals, in addition to a test mission (NRD) detecting maritime navigation radars;AIS, NRD Test Mission;1699, 1905;;;;;;;;;;
856;NovaSAR-1;NovaSAR-1;UKSA, CSIRO, ISRO, DOST-ASTI;Operational (nominal);16-sept-18;oct-25;NovaSAR-1 is a low cost spaceborne Synthetic Aperture Radar (SAR) programme employing a novel small satellite design capable of supporting the requirements of a high performance SAR payload. The main applications include maritime and forestry.;AIS, S-band SAR;1821, 1797;Sun-synchronous;583 km;96.3 mins;97.7 deg;16;10:30;;Ascending;http://www.sstl.co.uk;
753;Obzor-R N1;SAR Operative Monitoring Satellite Obzor-R N1;ROSKOSMOS;Approved;Dec 2021;Dec 2026;Operative Earth and disaster monitoring.;BRLK X-range;1751;Sun-synchronous;;;;2;;;TBD;http://en.roscosmos.ru/;
278;OCEANSAT-2;Ocean Satellite-2;ISRO;Operational (extended);24-sept-09;Dec 2020;Ocean and atmosphere applications.;OCM, ROSA, Scatterometer (OCEANSAT-2);464, 899, 752;Sun-synchronous;720 km;99.31 mins;98.28 deg;2;12:00;;Descending;http://www.isro.org/;
571;OCEANSAT-3;Ocean Satellite-3;ISRO;Approved;oct-21;oct-25;Ocean and atmosphere applications.;ARGOS-4, OCM (Oceansat-3), Scatterometer (Oceansat-3), SSTM-1 (Oceansat-3);694, 935, 1749, 929;Sun-synchronous;720 km;99.31 mins;98.28 deg;2;12:00;;Descending;http://www.isro.org/;
820;OCEANSAT-3A;Ocean Satellite-3A;ISRO;Approved;oct-21;mars-25;Ocean and atmosphere applications.;OCM (Oceansat-3), SSTM-1 (Oceansat-3);935, 929;Sun-synchronous;720 km;99.31 mins;98.28 deg;2;12:00;;Descending;http://www.isro.org/;
655;OCO-2;Orbiting Carbon Observatory-2;NASA;Operational (nominal);02-juil-14;sept-23;High resolution carbon dioxide measurements to characterize sources and sinks on regional scales and quantify their variability over the seasonal cycle.;Spectrometer (OCO-2);1558;Sun-synchronous;705 km;98.8 mins;98.2 deg;16;13:30;;Ascending;http://oco.jpl.nasa.gov/;https://search.earthdata.nasa.gov/search?q=OCO-2
741;OCO-3-on-ISS;ISS/Orbiting Carbon Observatory-3;NASA;Operational (nominal);04 May 2019;May 2022;High resolution carbon dioxide measurements to characterize sources and sinks on regional scales and quantify their variability over the seasonal cycle.;Spectrometer (OCO-3);1671;Inclined, non-sun-synchronous;405 km;93 mins;51.6 deg;;;;Ascending;http://oco3.jpl.nasa.gov;
388;Odin;Odin;SNSA, TEKES, CNES, CSA, ESA;Operational (extended);20 Feb 2001;Dec 2020;Atmospheric research, stratospheric ozone chemistry, mesospheric ozone science, summer mesospheric science.;OSIRIS, SMR;662, 743;Sun-synchronous;570 km;97.6 mins;97.65 deg;;18:00;;Ascending;http://www.ohb-sweden.se/odin;
684;PACE;Plankton, Aerosol, Cloud, ocean Ecosystem;NASA, NSO, SRON;Approved;mars-23;juin-26;"Phase-2 DS mission, 3-year nominal mission. Aerosol and cloud profiles for climate and water cycle; ocean colour for open ocean biogeochemistry.";HARP-2, OCI, SPEXone;1899, 1597, 1898;Sun-synchronous;677 km;98 mins;98 deg;16;13:00;;Ascending;https://pace.gsfc.nasa.gov;https://earthdata.nasa.gov/about/daacs/daac-obdaac
627;PAZ;PAZ;HISDESAT, CDTI, INTA;Operational (nominal);22 Feb 2018;Feb 2023;Security, land use, urban management, environmental monitoring, risk management.;Paz SAR-X;1514;Sun-synchronous;514 km;95 mins;97.44 deg;11;18:00;;Ascending;http://www.hisdesat.es;
918;PhiSat-1;PhiSat-1;ESA, NSO;Operational (nominal);03-sept-20;sept-21;"Demonstration of hyperspectral and thermal imaging on a 6U Cubesat. Demonstration of Artificial Intelligence accelerator. Cloud screening in-orbit will be the first AI application. Other applications are: high resolution by data fusion between hyperspectral and thermal; evapotranspiration and agriculture applications; thermal inertia and soil moisture; Urban Heat Island; assisting search and rescue for pyroclastic flow/surge deposits; oil spills; fire monitoring, underground fires; and, water quality.";HyperScout-2;1891;Sun-synchronous;540 km;95 mins;98 deg;;10:30:00;;Ascending;;
478;Pleiades 1A;;CNES;Operational (extended);17 Dec 2011;Dec 2024;Cartography, land use, risk, agriculture and forestry, civil planning and mapping, digital terrain models, defence.;HiRI;887;Sun-synchronous;694 km;;;26;10:15;;Descending;http://smsc.cnes.fr/PLEIADES/Fr/index.htm;
479;Pleiades 1B;;CNES;Operational (extended);02 Dec 2012;Dec 2024;Cartography, land use, risk, agriculture and forestry, civil planning and mapping, digital terrain models, defence.;HiRI;887;Sun-synchronous;694 km;;;;10:15;;Descending;http://smsc.cnes.fr/PLEIADES/Fr/index.htm;
925;PREFIRE;Polar Radiant Energy in the Far InfraRed Experiment;NASA;Approved;Dec 2021;May 2023;PREFIRE seeks to reduce uncertainty in polar energy fluxes, the processes that influence them, and, with improved modeling, the societal implications of polar climate change. Twin cubesats with identical long wave spectrometers.;TIRS (PREFIRE);1903;Inclined, non-sun-synchronous;560 km;90 mins;90 deg;;;;TBD;https://prefire.ssec.wisc.edu/;https://asdc.larc.nasa.gov/
396;PRISMA;PRecursore IperSpettrale della Missione Applicativa;ASI;Operational (nominal);22-mars-19;mars-24;Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.;HYC, PAN CAMERA;705, 832;Sun-synchronous;615 km;97 mins;97.9 deg;29;10:30;;Descending;http://www.asi.it;
403;PROBA;Project for On-Board Autonomy;ESA;Operational (extended);22-oct-01;Dec 2020;PROBA is a technology experiment to demonstrate the on-board autonomy of a generic platform suitable for small scientific or application missions. A number of earth observation instruments are included. CHRIS - a hyperspectral imager provides data related to Earth Resources science and applications.;CHRIS, HRC;720, 1757;Sun-synchronous;615 km;96.97 mins;97.9 deg;7;10:30;;Descending;http://earth.esa.int/proba/;
737;PROBA-V;PROBA-V;ESA, BELSPO;Operational (extended);07 May 2013;Dec 2020;The PROBA-V missionâ€™s main multispectral imager extends the 15-year dataset of Spot-4 & Spot-5â€™s Vegetation instrument, delivering global coverage every two days for uses including climate impact assessments, surface water resource management, agricultural monitoring, and food security estimates. From July 2020, owing to its orbital drift, Proba-V is no longer considered as a mission fulfilling an operational role, and will instead be dedicated to experimental activities with a reduced data acquisition scheme.;Vegetation;1664;Sun-synchronous;820 km;;98.73 deg;2;10:30 to 11:30;;Descending;http://esa.int/proba_missions;https://earth.esa.int/web/guest/data-access/browse-data-products/-/asset_publisher/y8Qb/content/proba-v-1km-synthesis-products-s1-toa-s1-toc-and-s10-toc
352;RADARSAT-2;RADARSAT-2;CSA, MDA;Operational (nominal);14 Dec 2007;Apr 2024;Environmental monitoring, physical oceanography, ice and snow, land surface. Note: Ownership of RADARSAT-2 has been transferred to MDA Corporation. CSA investment in the project is paid back with the data generated by the satellite since it entered operations.;SAR (RADARSAT-2);703;Sun-synchronous;798 km;100.7 mins;98.6 deg;24;18:00;;Ascending;http://www.asc-csa.gc.ca/eng/satellites/radarsat2/default.asp;
561;RASAT;RASAT Remote Sensing Satellite;TUBITAK;Operational (extended);17 Aug 2011;Dec 2020;Cartography, land cover/land use, city planning, disaster mitigation/monitoring, environmental monitoring.;RASAT VIS Multispectral, RASAT VIS Panchromatic;913, 912;Sun-synchronous;685 km;98.8 mins;98.21 deg;4;10:30;;Ascending;http://www.uzay.tubitak.gov.tr/, http://blog.gezgin.gov.tr;http://www.gezgin.gov.tr
584;RCM-1;RADARSAT CONSTELLATION MISSION-1;CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC;Operational (nominal);12-juin-19;oct-26;Ecosystem monitoring, maritime surveillance, disaster management.;AIS (RCM), SAR (RCM);947, 946;Sun-synchronous;600 km;96.4 mins;97.7 deg;12;18:00;;Ascending;http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp;
585;RCM-2;RADARSAT CONSTELLATION MISSION-2;CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC;Operational (nominal);12-juin-19;oct-26;Ecosystem monitoring, maritime surveillance, disaster management.;AIS (RCM), SAR (RCM);947, 946;Sun-synchronous;600 km;96.4 mins;97.7 deg;12;18:00;;Ascending;http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp;
586;RCM-3;RADARSAT CONSTELLATION MISSION-3;CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC;Operational (nominal);12-juin-19;oct-26;Ecosystem monitoring, maritime surveillance, disaster management.;AIS (RCM), SAR (RCM);947, 946;Sun-synchronous;600 km;96.4 mins;97.7 deg;12;18:00;;Ascending;http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp;
439;RESOURCESAT-2;Resource Satellite-2;ISRO;Operational (extended);20 Apr 2011;Dec 2020;Natural resources management, agricultural applications, forestry, etc.;AWiFS, LISS-III (Resourcesat), LISS-IV;460, 934, 461;Sun-synchronous;817 km;102 mins;98.72 deg;26;10:30;;Descending;http://www.isro.org/;
710;RESOURCESAT-2A;Resource Satellite-2A;ISRO;Operational (nominal);07 Dec 2016;Dec 2021;Natural resources management, agricultural applications, forestry, etc.;AWiFS, LISS-III (Resourcesat), LISS-IV;460, 934, 461;Sun-synchronous;817 km;102 mins;98.72 deg;26;10:30;;Descending;http://www.isro.org/;
573;RESOURCESAT-3;Resource Satellite-3;ISRO;Approved;Dec 2021;Dec 2025;Natural resources management, agricultural applications, forestry, etc.;ALISS III, ATCOR;932, 933;Sun-synchronous;795 km;101 mins;98.72 deg;11;10:30;;Descending;http://www.isro.org/;
817;RESOURCESAT-3A;Resource Satellite-3A;ISRO;Approved;janv-22;Dec 2025;Natural resources management, agricultural applications, forestry, etc.;ALISS III, ATCOR;932, 933;Sun-synchronous;795 km;101 mins;98.72 deg;11;10:30;;Descending;http://www.isro.org/;
818;RESOURCESAT-3S;Resourcesat Sampler-3S;ISRO;Approved;juil-22;juil-24;High-resolution DEM, geo-engineering, cadastral and sub-taluk-level applications.;APAN, LISS-V;1772, 1773;Sun-synchronous;633 km;97.5 mins;97.89 deg;48;10:30;;Descending;;
819;RESOURCESAT-3SA;Resourcesat Sampler-3SA;ISRO;Approved;janv-22;juil-26;High-resolution DEM, geo-engineering, cadastral and sub-taluk-level applications.;APAN, LISS-V;1772, 1773;Sun-synchronous;633 km;97.5 mins;97.89 deg;48;10:30;;Descending;;
624;Resurs-P N1;Environmental Satellite Resurs-P N1;ROSKOSMOS, ROSHYDROMET;Operational (extended);25-juin-13;Dec 2020;Earth resources, environmental and disaster monitoring, cartography.;Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR;1684, 1686, 1693, 1694;Sun-synchronous;475 km;;97.3 deg;3;;;Descending;"http://en.roscosmos.ru/; http://eng.ntsomz.ru/ks_dzz/satellites";http://geoportal.ntsomz.ru/
760;Resurs-P N3;Environmental Satellite Resurs-P N3;ROSKOSMOS;Operational (nominal);13-mars-16;mars-21;Earth resources, environmental and disaster monitoring, cartography.;Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR;1684, 1686, 1693, 1694;Sun-synchronous;475 km;;97.3 deg;3;;;TBD;http://en.roscosmos.ru/;
788;Resurs-P N4;Environmental Satellite Resurs-P N4;ROSKOSMOS;Approved;Dec 2021;Dec 2026;Earth resources, environmental and disaster monitoring, cartography.;Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR;1684, 1686, 1693, 1694;Sun-synchronous;475 km;;97.3 deg;3;;;TBD;http://en.roscosmos.ru/;
789;Resurs-P N5;Environmental Satellite Resurs-P N5;ROSKOSMOS;Approved;Dec 2022;Dec 2027;Earth resources, environmental and disaster monitoring, cartography.;Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR;1684, 1686, 1693, 1694;Sun-synchronous;475 km;;97.3 deg;3;;;TBD;http://en.roscosmos.ru/;
796;Resurs-PM N1;Environmental Satellite Resurs-PM N1;ROSKOSMOS;Approved;Dec 2023;Dec 2027;Earth resources, environmental and disaster monitoring, cartography.;BIK-SD 1, OEK VR;1756, 1754;Sun-synchronous;;;97.3 deg;3;;;TBD;http://en.roscosmos.ru/;
797;Resurs-PM N2;Environmental Satellite Resurs-PM N2;ROSKOSMOS;Planned;2024;2028;Earth resources, environmental and disaster monitoring, cartography.;BIK-SD 1, OEK VR;1756, 1754;Sun-synchronous;;;97.3 deg;3;;;TBD;http://en.roscosmos.ru/;
712;RISAT-1A;Radar Imaging Satellite;ISRO;Approved;Dec 2021;Dec 2025;Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.;SAR (RISAT);790;Sun-synchronous;610 km;96.5 mins;97.844 deg;12;06:00;;Descending;http://www.isro.org/;
865;RISAT-1B;Radar Imaging Satellite;ISRO;Planned;2022;2024;Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.;SAR (RISAT);790;Sun-synchronous;610 km;96.5 mins;97.844 deg;12;06:00;;Descending;;
636;RISAT-2;Radar Imaging Satellite;ISRO;Operational (extended);20 Apr 2009;Dec 2020;For research and disaster management applications purpose.;SAR-X;1521;Sun-synchronous;609 km;97.6 mins;96 deg;;06:00;;Ascending;http://www.isro.org/;
715;SAC-E/SABIA_MAR-1;Misión Satelital Argentina Brasileña para Información del Ambiente Marino;CONAE, AEB;Planned;2022;2027;Ocean colour measurement (open ocean, coastal and in-land waters) (low & medium spatial resolution), SST, Sea & Coastal surveillance, urban lights, polar auroras, fires, data collection system.;DCS (SABIA_MAR), Liulin-AR, MAC, NIR-SWIR, TIR, VIS-NIR;1635, 1806, 1713, 1638, 1712, 1637;Sun-synchronous;702 km;99.8 mins;98.22 deg;9;10:20;;Descending;http://www.conae.gov.ar/;
716;SAC-E/SABIA_MAR-2;Misión Satelital Argentina Brasileña para Información del Ambiente Marino;AEB, CONAE;Planned;2023;2028;Ocean colour measurement (open ocean, coastal and in-land waters) (low & medium spatial resolution), SST, Sea & Coastal surveillance, urban lights, polar auroras, fires, data collection system.;DCS (SABIA_MAR), Liulin-AR, MAC, NIR-SWIR, TIR, VIS-NIR;1635, 1806, 1713, 1638, 1712, 1637;Sun-synchronous;702 km;99.8 mins;98.22 deg;9;10:20;;Descending;http://www.conae.gov.ar/;
687;SAGE-III-on-ISS;Stratospheric Aerosol and Gas Experiment (SAGE)-III/International Space Station (ISS);NASA;Operational (extended);19 Feb 2017;sept-23;1-year design life, 3-year Phase E goal. Refurbishment of the SAGE-III instrument and of a hexapod pointing platform, and accommodation studies. This mission flies on the ISS. Objective is to monitor the vertical distribution of aerosols, ozone, and other trace gases in the Earthâ€™s stratosphere and troposphere to enhance our understanding of ozone recovery and climate change processes in the upper atmosphere.;SAGE-III;1598;Inclined, non-sun-synchronous;405 km;90 mins;51 deg;;;;;https://sage.nasa.gov/missions/about-sage-iii-on-iss/;https://search.earthdata.nasa.gov/search?q=SAGE III/ISS
405;SAOCOM 1A;Satélite Argentino de Observación COn Microondas 1A;CONAE, ASI;Operational (nominal);07-oct-18;oct-23;Earth observation and emergency management with an L-band SAR, soil moisture for agriculture and hydrology (main driver), interferometry.;SAR-L;731;Sun-synchronous;620 km;97.2 mins;97.89 deg;16;05:57:45;;Ascending;http://www.conae.gov.ar/;
452;SAOCOM 1B;Satélite Argentino de Observación COn Microondas 1B;CONAE, ASI;Operational (nominal);30 Aug 2020;Aug 2025;Earth observation and emergency management with an L-band SAR, soil moisture for agriculture and hydrology (main driver), interferometry.;SAR-L;731;Sun-synchronous;620 km;97.2 mins;97.89 deg;16;05:57:45;;Ascending;http://www.conae.gov.ar/;
457;SAOCOM-2A;Satélite Argentino de Observación COn Microondas 2A;CONAE, ASI;Approved;janv-25;janv-30;Earth observation and emergency management with an L-band SAR.;SAR-L;731;Sun-synchronous;620 km;97.2 mins;98 deg;16;06:00;;Ascending;http://www.conae.gov.ar/;
456;SAOCOM-2B;Satélite Argentino de Observación COn Microondas 2B;CONAE, ASI;Approved;janv-26;janv-31;Earth observation and emergency management with an L-band SAR.;SAR-L;731;Sun-synchronous;620 km;97.2 mins;98 deg;16;06:00;;Ascending;http://www.conae.gov.ar/;
572;SARAL;Satellite with ARgos and ALtiKa;CNES, ISRO;Operational (extended);25 Feb 2013;Dec 2021;This will provide precise, repetitive global measurements of sea surface height, significant wave heights and wind speed.;AltiKa, ARGOS;931, 154;Sun-synchronous;799 km;100.59 mins;98.55 deg;35;18:00;;Descending;http://smsc.cnes.fr/SARAL/;
596;SARE-2A (S1);SARE-2A (S1);CONAE;Considered;2028;2033;Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.;OP;1762;Sun-synchronous;550 km;95.6 mins;97.6 deg;;10:30;;Descending;http://www.conae.gov.ar/;
807;SARE-2A (S2);SARE-2A (S2);CONAE;Considered;2028;2033;Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.;CAR;1762;Sun-synchronous;550 km;95.6 mins;97.6 deg;;10:30;;Descending;http://www.conae.gov.ar/;
808;SARE-2A (S3);SARE-2A (S3);CONAE;Considered;2028;2033;Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.;CAR;1762;Sun-synchronous;550 km;95.6 mins;97.6 deg;;10:30;;Descending;http://www.conae.gov.ar/;
809;SARE-2A (S4);SARE-2A (S4);CONAE;Considered;2028;2033;Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.;CAR;1762;Sun-synchronous;550 km;95.6 mins;97.6 deg;;10:30;;Descending;http://www.conae.gov.ar/;
764;SCATSAT-1;SCATSAT-1;ISRO;Operational (nominal);26-sept-16;Dec 2022;Observe the sea roughness, wind velocity vector;Scatterometer (Scatsat-1);1703;Sun-synchronous;720 km;;98.1 deg;;09:20;;Descending;;
43;SCD-1;Data Collecting Satellite 1;INPE;Operational (extended);09 Feb 1993;Dec 2020;Data collection and communication.;DCS;758;Inclined, non-sun-synchronous;750 km;100 mins;25 deg;;;;Ascending;http://www.inpe.br;
44;SCD-2;Data Collecting Satellite 2;INPE;Operational (extended);22-oct-98;Dec 2020;Data collection and communication.;DCS;758;Inclined, non-sun-synchronous;750 km;100 mins;25 deg;;;;Ascending;http://www.inpe.br;
394;SCISAT-1;SCISAT-I/ACE;CSA, ESA, NASA;Operational (nominal);12 Aug 2003;mars-24;The SCISAT satellite has been in continuous spaceflight operation since 2003. It now measures over sixty (60) atmospheric species at still one of the worldâ€™s highest vertical resolutions possible, and includes ozone, methane, and multiple CFCs. Many of these species are measured by no other instrument or satellite world-wide, making Canada the sole provider of these datasets globally. As of 2015, the objectives of the mission are to validate data used in: Environment Canadaâ€™s Air Quality Health Index, retrieve winds for forecasting, and retrieve chemical information from operational meteorological instruments. Additional objectives are to assess the quality of model predictions for: ECâ€™s UV forecasting system, atmospheric carbon transport, and climate-chemistry process studies.;ACE-FTS, MAESTRO;701, 702;Inclined, non-sun-synchronous;650 km;97.7 mins;74 deg;365;;;N/A;http://www.asc-csa.gc.ca/eng/satellites/scisat/default.asp;https://search.earthdata.nasa.gov/search?q=SCISAT
575;Sentinel-1 A;Sentinel-1 A;ESA, COM;Operational (nominal);03 Apr 2014;juil-24;Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.;C-Band SAR;939;Sun-synchronous;693 km;98.74 mins;98.19 deg;12;18:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
576;Sentinel-1 B;Sentinel-1 B;ESA, COM;Operational (nominal);25 Apr 2016;mars-26;Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.;C-Band SAR;939;Sun-synchronous;693 km;98.74 mins;98.19 deg;12;18:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
577;Sentinel-1 C;Sentinel-1 C;ESA, COM;Approved;Dec 2022;nov-32;Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.;C-Band SAR;939;Sun-synchronous;693 km;98.74 mins;98.19 deg;12;18:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
814;Sentinel-1 D;Sentinel-1 D;ESA, COM;Approved;janv-24;Feb 2034;Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.;C-Band SAR;939;Sun-synchronous;693 km;98.74 mins;98.19 deg;12;18:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
552;Sentinel-2 A;Sentinel-2 A;ESA, COM;Operational (nominal);23-juin-15;juil-25;Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage leaf chlorophyll content and leaf water content.;MSI (Sentinel-2);940;Sun-synchronous;786 km;100.7 mins;98.62 deg;10;10:30;;Descending;http://www.esa.int/esaLP/LPgmes.html;
553;Sentinel-2 B;Sentinel-2 B;ESA, COM;Operational (nominal);06-mars-17;Feb 2027;Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage leaf chlorophyll content and leaf water content.;MSI (Sentinel-2);940;Sun-synchronous;786 km;100.7 mins;98.62 deg;10;10:30;;Descending;http://www.esa.int/esaLP/LPgmes.html;
578;Sentinel-2 C;Sentinel-2 C;ESA, COM;Approved;mars-23;Feb 2033;Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage, leaf chlorophyll content and leaf water content.;MSI (Sentinel-2);940;Sun-synchronous;786 km;100.7 mins;98.62 deg;10;10:30;;Descending;http://www.esa.int/esaLP/LPgmes.html;
920;Sentinel-2 D;Sentinel-2 D;ESA, COM;Approved;janv-25;janv-35;Supporting land monitoring related services, including: generation of generic land cover maps, risk mapping and fast images for disaster relief, generation of leaf coverage, leaf chlorophyll content and leaf water content.;MSI (Sentinel-2);940;Sun-synchronous;786 km;100.7 mins;98.62 deg;10;10:30;;Descending;http://www.esa.int/esaLP/LPgmes.html;
554;Sentinel-3 A;Sentinel-3 A;ESA, EUMETSAT, COM;Operational (nominal);16 Feb 2016;janv-26;"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.";OLCI, SLSTR, SRAL;896, 902, 903;Sun-synchronous;807 km;101 mins;98.65 deg;27;10:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
555;Sentinel-3 B;Sentinel-3 B;ESA, EUMETSAT, COM;Operational (nominal);25 Apr 2018;Aug 2028;"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.";OLCI, SLSTR, SRAL;896, 902, 903;Sun-synchronous;807 km;101 mins;98.65 deg;27;10:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
579;Sentinel-3 C;Sentinel-3 C;ESA, EUMETSAT, COM;Approved;sept-23;Aug 2033;"Supporting global land and ocean monitoring services, in particular: sea/land colour data and surface temperature; sea surface and land ice topography; coastal zones, inland water and sea ice topography; vegetation products.";OLCI, SLSTR, SRAL;896, 902, 903;Sun-synchronous;807 km;101 mins;98.65 deg;27;10:00;;Ascending;http://www.esa.int/esaLP/LPgmes.html;
